Miasto,Nazwa,Długość (km),Trudność,Typ terenu,Kategoria,Indeks komfortu,Wynik ważony,Szacowany czas
Warszawa,Dwuosiowy wagon kryty budowy niemieckiej,2.3,1/3,historical,RODZINNA,94.6/100,67.75/100,34min
Warszawa,Tkb3-129,1.9,1/3,mixed,RODZINNA,94.6/100,67.75/100,28min
Warszawa,Dawne kino W-Z,1.9,1/3,mixed,RODZINNA,94.6/100,67.75/100,28min
Warszawa,Krajobrazy biocenotyczne,1.9,1/3,mixed,RODZINNA,94.6/100,67.75/100,28min
Warszawa,Rów Natoliński,2.1,1/3,riverside,RODZINNA,94.6/100,67.75/100,31min
Warszawa,Skwer Alojzego Pawełka,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,Park na Książęcem,2.2,1/3,historical,RODZINNA,94.6/100,67.5/100,33min
Warszawa,Plac Wielkiej Przygody,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,Pałac Błękitny,2.2,1/3,historical,RODZINNA,94.6/100,67.5/100,33min
Warszawa,Skwer Herberta Clarka Hoovera,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,Niedźwiedź polarny,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,Kanał Żerański,2.0,1/3,riverside,RODZINNA,94.6/100,67.5/100,30min
Warszawa,Plac Miejski,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,VIII Ogród Jordanowski,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,Rów Natoliński,2.0,1/3,riverside,RODZINNA,94.6/100,67.5/100,30min
Warszawa,Ogród Różana,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,"Dom Samotnej Matki i Dziecka ""Nazaret""",1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,Pm2,2.2,1/3,historical,RODZINNA,94.6/100,67.5/100,33min
Warszawa,Serwal,1.8,1/3,mixed,RODZINNA,94.6/100,67.5/100,27min
Warszawa,Skwer Bohdana Wodiczko,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Park Tadeusza Mazowieckiego,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Synagoga Nożyków,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Gibon Czubaty,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Ptaki wodne,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Plaża Jeziorko Czerniakowskie,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Zieleniec przy ul. Królów Polskich,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Punkt Zagospodarowania Turystycznego,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Skwer Teherański,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Rów Natoliński,1.9,1/3,riverside,RODZINNA,94.6/100,67.25/100,28min
Warszawa,Lipkowska Woda,1.9,1/3,riverside,RODZINNA,94.6/100,67.25/100,28min
Warszawa,Pt47-104,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,PU29-3,1.7,1/3,mixed,RODZINNA,94.6/100,67.25/100,25min
Warszawa,Potok Bielański,1.9,1/3,riverside,RODZINNA,94.6/100,67.25/100,28min
Warszawa,Kanał Żerański,1.8,1/3,riverside,RODZINNA,94.6/100,67.0/100,27min
Warszawa,Park Jana Pawła II,1.6,1/3,mixed,RODZINNA,94.6/100,67.0/100,24min
Warszawa,Ogrody Kosmosu,1.6,1/3,mixed,RODZINNA,94.6/100,67.0/100,24min
Warszawa,Sajmirki,1.6,1/3,mixed,RODZINNA,94.6/100,67.0/100,24min
Warszawa,Chwała Saperom,2.0,1/3,historical,RODZINNA,94.6/100,67.0/100,30min
Warszawa,Kanał Wawerski,1.8,1/3,riverside,RODZINNA,94.6/100,67.0/100,27min
Warszawa,"Fort V Twierdzy Warszawa ""Włochy""",2.0,1/3,historical,RODZINNA,94.6/100,67.0/100,30min
Warszawa,Park linearny nad POW,1.6,1/3,mixed,RODZINNA,94.6/100,67.0/100,24min
Warszawa,"Skwer Stanisława Broniewskiego ""Orszy""",1.5,1/3,mixed,RODZINNA,94.6/100,66.75/100,22min
Warszawa,Lasek Brzozowy,1.5,1/3,mixed,RODZINNA,94.6/100,66.75/100,22min
Warszawa,Kanał Bródnowski,1.7,1/3,riverside,RODZINNA,94.6/100,66.75/100,25min
Warszawa,Kanał Zaciszański,1.7,1/3,riverside,RODZINNA,94.6/100,66.75/100,25min
Warszawa,Dawne koszary fortu Śliwickiego,1.9,1/3,historical,RODZINNA,94.6/100,66.75/100,28min
Warszawa,Poległym i Pomordowanym na Wschodzie,1.9,1/3,historical,RODZINNA,94.6/100,66.75/100,28min
Warszawa,Ruiny w Lasku na Kole,1.9,1/3,historical,RODZINNA,94.6/100,66.75/100,28min
Warszawa,Skwer Straży Obywatelskiej 1939 r.,1.5,1/3,mixed,RODZINNA,94.6/100,66.75/100,22min
Warszawa,Jak-40,1.9,1/3,historical,RODZINNA,94.6/100,66.75/100,28min
Warszawa,Katastrofa lotu 007,1.9,1/3,historical,RODZINNA,94.6/100,66.75/100,28min
Warszawa,Oryks szablorogi,1.5,1/3,mixed,RODZINNA,94.6/100,66.75/100,22min
Warszawa,"Fort II Twierdzy Warszawa ""Wawrzyszew""",1.9,1/3,historical,RODZINNA,94.6/100,66.75/100,28min
Warszawa,Wilanówka,1.7,1/3,riverside,RODZINNA,94.6/100,66.75/100,25min
Warszawa,Lipkowska Woda,1.7,1/3,riverside,RODZINNA,94.6/100,66.75/100,25min
Warszawa,"Skwer Kompanii AK ""Żniwiarz""",1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,"Park Pułkownika Jana Szypowskiego ""Leśnika""",1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Nowa Ulga,1.6,1/3,riverside,RODZINNA,94.6/100,66.5/100,24min
Warszawa,Pałac Myślewicki,1.8,1/3,historical,RODZINNA,94.6/100,66.5/100,27min
Warszawa,Kangur czerwony,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Reduta Bank Polski,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Fundamenty mostku kolejki Jabłonowskiej,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Kolumna Zygmunta,1.8,1/3,historical,RODZINNA,94.6/100,66.5/100,27min
Warszawa,Skwer Barbary i Stanisława Brukalskich,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Kanał Kawęczyński,1.6,1/3,riverside,RODZINNA,94.6/100,66.5/100,24min
Warszawa,Kanał Wawerski,1.6,1/3,riverside,RODZINNA,94.6/100,66.5/100,24min
Warszawa,Skwer Duśki Trafankowskiej,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Pomnik Męczenników Terroru Komunistycznego 1944–1956,1.8,1/3,historical,RODZINNA,94.6/100,66.5/100,27min
Warszawa,Altana Chińska,1.8,1/3,historical,RODZINNA,94.6/100,66.5/100,27min
Warszawa,Pamięci Polaków poległych w II wojnie światowej,1.8,1/3,historical,RODZINNA,94.6/100,66.5/100,27min
Warszawa,Kanał Bródnowski Dolny,1.6,1/3,riverside,RODZINNA,94.6/100,66.5/100,24min
Warszawa,"Fort IV Twierdzy Warszawa ""Chrzanów""",1.8,1/3,historical,RODZINNA,94.6/100,66.5/100,27min
Warszawa,Rów Natoliński,1.6,1/3,riverside,RODZINNA,94.6/100,66.5/100,24min
Warszawa,Żuraw mandżurski,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Akwedukt przy IV Bastionie,1.8,1/3,historical,RODZINNA,94.6/100,66.5/100,27min
Warszawa,Plaża Aluzyjna,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Rów Jeziorki,1.6,1/3,riverside,RODZINNA,94.6/100,66.5/100,24min
Warszawa,Skwer Wiesława Michnikowskiego,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Plaża naturystów - dolna plaża,1.4,1/3,mixed,RODZINNA,94.6/100,66.5/100,21min
Warszawa,Skwer Tarasa Szewczenki,1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,Ogród BUW (Dolny),1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,Małpie wyspy,1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,Opuszczona budowa osiedla,1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,Potok Bielański,1.5,1/3,riverside,RODZINNA,94.6/100,66.25/100,22min
Warszawa,Park Stanisława Dygata,1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,Rezerwat Jeziorko Czerniakowskie,1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,Kanał Bródnowski Dolny,1.5,1/3,riverside,RODZINNA,94.6/100,66.25/100,22min
Warszawa,"Skwer rekreacyjno-wypoczynkowy ""KOTWICA""",1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,"Mortui sunt, ut liberi vivamus",1.7,1/3,historical,RODZINNA,94.6/100,66.25/100,25min
Warszawa,Amfiteatr Służew,1.3,1/3,mixed,RODZINNA,94.6/100,66.25/100,19min
Warszawa,Kanał Zaciszański,1.5,1/3,riverside,RODZINNA,94.6/100,66.25/100,22min
Warszawa,"Ścieżka biegowa ""Lucerny""",1.25,1/3,mixed,RODZINNA,94.6/100,66.12/100,18min
Warszawa,Kępa Potocka,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Park Marii Skłodowskiej-Curie,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Kanał Czerniakowski,1.4,1/3,riverside,RODZINNA,94.6/100,66.0/100,21min
Warszawa,Kanał Drewnowski,1.4,1/3,riverside,RODZINNA,94.6/100,66.0/100,21min
Warszawa,Flaming chilijski,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Nosorożec indyjski,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Urson amerykański,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Gepard,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Zieleniec Zaczarowanej Dorożki,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Rezerwat Las Natoliński,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Rynek Nowego Miasta,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Park Agrykola,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Skwer Bolesława Dubickiego,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Rów Natoliński,1.4,1/3,riverside,RODZINNA,94.6/100,66.0/100,21min
Warszawa,Wagon cysterna,1.6,1/3,historical,RODZINNA,94.6/100,66.0/100,24min
Warszawa,Park Wolności,1.2,1/3,mixed,RODZINNA,94.6/100,66.0/100,18min
Warszawa,Morskie Oko,1.1,1/3,mixed,RODZINNA,94.6/100,65.75/100,16min
Warszawa,Pałac Królikarnia,1.5,1/3,historical,RODZINNA,94.6/100,65.75/100,22min
Warszawa,Kanał Kawęczyński,1.3,1/3,riverside,RODZINNA,94.6/100,65.75/100,19min
Warszawa,Jak,1.1,1/3,mixed,RODZINNA,94.6/100,65.75/100,16min
Warszawa,Eco Skwerek,1.1,1/3,mixed,RODZINNA,94.6/100,65.75/100,16min
Warszawa,Pomnik Czynu Zbrojnego Polonii Amerykańskiej,1.5,1/3,historical,RODZINNA,94.6/100,65.75/100,22min
Warszawa,Fort Szczęśliwice,1.5,1/3,historical,RODZINNA,94.6/100,65.75/100,22min
Warszawa,Wege Park,1.1,1/3,mixed,RODZINNA,94.6/100,65.75/100,16min
Warszawa,Rów Natoliński,1.3,1/3,riverside,RODZINNA,94.6/100,65.75/100,19min
Warszawa,Tamaryna białoczuba,1.1,1/3,mixed,RODZINNA,94.6/100,65.75/100,16min
Warszawa,EP02 - 02,1.1,1/3,mixed,RODZINNA,94.6/100,65.75/100,16min
Warszawa,Kanał Siekierkowski,1.3,1/3,riverside,RODZINNA,94.6/100,65.75/100,19min
Warszawa,Kampinoski Park Narodowy,1.1,1/3,mixed,RODZINNA,94.6/100,65.75/100,16min
Warszawa,Kanał Wystawowy,1.2,1/3,riverside,RODZINNA,94.6/100,65.5/100,18min
Warszawa,Nowa Ulga,1.2,1/3,riverside,RODZINNA,94.6/100,65.5/100,18min
Warszawa,Lemur Katta,1.0,1/3,mixed,RODZINNA,94.6/100,65.5/100,15min
Warszawa,Wybieg dla żyraf,1.0,1/3,mixed,RODZINNA,94.6/100,65.5/100,15min
Warszawa,Kanał Kawęczyński,1.2,1/3,riverside,RODZINNA,94.6/100,65.5/100,18min
Warszawa,34D74-54,1.0,1/3,mixed,RODZINNA,94.6/100,65.5/100,15min
Warszawa,Kanał Czerniakowski,1.2,1/3,riverside,RODZINNA,94.6/100,65.5/100,18min
Warszawa,Kanał Siekierkowski,1.2,1/3,riverside,RODZINNA,94.6/100,65.5/100,18min
Warszawa,Rów Natoliński,1.2,1/3,riverside,RODZINNA,94.6/100,65.5/100,18min
Warszawa,Kolumna Zygmunta,1.4,1/3,historical,RODZINNA,94.6/100,65.5/100,21min
Warszawa,Rynek Starego Miasta,1.4,1/3,historical,RODZINNA,94.6/100,65.5/100,21min
Warszawa,Ogród Saski,1.3,1/3,historical,RODZINNA,94.6/100,65.25/100,19min
Warszawa,Kanał Kawęczyński,1.1,1/3,riverside,RODZINNA,94.6/100,65.25/100,16min
Warszawa,Kanał Siekierkowski,1.1,1/3,riverside,RODZINNA,94.6/100,65.25/100,16min
Warszawa,Kanał Gocławski,1.1,1/3,riverside,RODZINNA,94.6/100,65.25/100,16min
Warszawa,Długa,1.1,1/3,riverside,RODZINNA,94.6/100,65.25/100,16min
Warszawa,Pawiany,0.9,1/3,mixed,RODZINNA,94.6/100,65.25/100,13min
Warszawa,"Fort VIIA Twierdzy Warszawa ""Służewiec""",1.3,1/3,historical,RODZINNA,94.6/100,65.25/100,19min
Warszawa,Rów Natoliński,1.1,1/3,riverside,RODZINNA,94.6/100,65.25/100,16min
Warszawa,Kanał Drewnowski,1.1,1/3,riverside,RODZINNA,94.6/100,65.25/100,16min
Warszawa,Panzertriebwagen 16,1.3,1/3,historical,RODZINNA,94.6/100,65.25/100,19min
Warszawa,Wisła,1.047,1/3,riverside,RODZINNA,94.6/100,65.12/100,15min
Warszawa,Kanał Sielecki,1.0,1/3,riverside,RODZINNA,94.6/100,65.0/100,15min
Warszawa,"Skwer ""Starszych Panów""",0.8,1/3,mixed,RODZINNA,94.6/100,65.0/100,12min
Warszawa,Jeleń,0.8,1/3,mixed,RODZINNA,94.6/100,65.0/100,12min
Warszawa,Pomnik Bohaterów Getta,1.2,1/3,historical,RODZINNA,94.6/100,65.0/100,18min
Warszawa,Park Górczewska,0.8,1/3,mixed,RODZINNA,94.6/100,65.0/100,12min
Warszawa,Kob nilowy,0.8,1/3,mixed,RODZINNA,94.6/100,65.0/100,12min
Warszawa,Ty42,1.2,1/3,historical,RODZINNA,94.6/100,65.0/100,18min
Warszawa,IS-2,1.2,1/3,historical,RODZINNA,94.6/100,65.0/100,18min
Warszawa,Centrum Lokalne Kamionek,0.8,1/3,mixed,RODZINNA,94.6/100,65.0/100,12min
Warszawa,Warszawski Południk Zerowy,1.2,1/3,historical,RODZINNA,94.6/100,65.0/100,18min
Warszawa,"Skwer Grupy AK ""Granat""",0.7,1/3,mixed,RODZINNA,94.6/100,64.75/100,10min
Warszawa,Wybieg dla szympansów,0.7,1/3,mixed,RODZINNA,94.6/100,64.75/100,10min
Warszawa,Pałac w Natolinie,1.1,1/3,historical,RODZINNA,94.6/100,64.75/100,16min
Warszawa,Kościół św. Elżbiety w Powsinie,0.7,1/3,mixed,RODZINNA,94.6/100,64.75/100,10min
Warszawa,"Fort VI Twierdzy Warszawa ""Okęcie""",1.1,1/3,historical,RODZINNA,94.6/100,64.75/100,16min
Warszawa,Park Bartłomieja,0.7,1/3,mixed,RODZINNA,94.6/100,64.75/100,10min
Warszawa,Surykatki,0.7,1/3,mixed,RODZINNA,94.6/100,64.75/100,10min
Warszawa,Ogród Społecznościowy „Odnowa”,0.7,1/3,mixed,RODZINNA,94.6/100,64.75/100,10min
Warszawa,Ty51,1.1,1/3,historical,RODZINNA,94.6/100,64.75/100,16min
Warszawa,Zabytkowy rozkład jazdy,1.1,1/3,historical,RODZINNA,94.6/100,64.75/100,16min
Warszawa,pl:Ruiny wieży nr 10 Transatlantyckiej Centrali Radiotelegraficznej Bemowo,1.1,1/3,historical,RODZINNA,94.6/100,64.75/100,16min
Warszawa,Park Wilanowski,0.6,1/3,mixed,RODZINNA,94.6/100,64.5/100,9min
Warszawa,Skwer Oleandrów,0.6,1/3,mixed,RODZINNA,94.6/100,64.5/100,9min
Warszawa,Skwer Ormiański,0.6,1/3,mixed,RODZINNA,94.6/100,64.5/100,9min
Warszawa,Park Achera,0.6,1/3,mixed,RODZINNA,94.6/100,64.5/100,9min
Warszawa,"Fort VII Twierdzy Warszawa ""Zbarż""",1.0,1/3,historical,RODZINNA,94.6/100,64.5/100,15min
Warszawa,MiG-29G,1.0,1/3,historical,RODZINNA,94.6/100,64.5/100,15min
Warszawa,Pomnik Lotników Polskich,1.0,1/3,historical,RODZINNA,94.6/100,64.5/100,15min
Warszawa,Wagon bagażowo-pocztowy,1.0,1/3,historical,RODZINNA,94.6/100,64.5/100,15min
Warszawa,Kondor królewski,0.5,1/3,mixed,RODZINNA,94.6/100,64.25/100,7min
Warszawa,Lemur Wari,0.5,1/3,mixed,RODZINNA,94.6/100,64.25/100,7min
Warszawa,Ptaki,0.5,1/3,mixed,RODZINNA,94.6/100,64.25/100,7min
Warszawa,Park Natoliński,0.5,1/3,mixed,RODZINNA,94.6/100,64.25/100,7min
Warszawa,BCi-29,0.8,1/3,historical,RODZINNA,94.6/100,64.0/100,12min
Warszawa,TKbb,0.7,1/3,historical,RODZINNA,94.6/100,63.75/100,10min
Warszawa,25D49,0.4,1/3,historical,RODZINNA,94.6/100,63.0/100,6min
